olt,onu_id,consumo_total,horas_activas,ratio_up_down,estado,es_revendedor
OLT VSOL CARAQUITA,GPON01ONU89,62.59,88,0.11271111111111111,NORMAL,1
OLT VSOL FLOR A,GPON03ONU7,62.51,105,0.13345421577515867,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU64,62.410000000000004,91,0.2937396351575456,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU25,62.300000000000004,91,0.07710926694329183,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU30,62.0,78,0.051560379918588875,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU42,61.620000000000005,91,0.09624621953389077,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU98,61.54,81,0.10962856112513523,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU81,61.25,90,0.0441527446300716,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU38,61.239999999999995,87,0.3301476976542137,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU67,61.08,91,0.20378399684666929,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU80,61.019999999999996,88,0.4118463674224896,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU20,60.959999999999994,91,0.1109896118097321,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU70,60.82,91,0.06106071179344034,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU46,60.739999999999995,105,0.1872556684910086,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU21,60.68,67,0.05640668523676881,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU4,60.58,91,0.04502328790753838,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU1,60.54,48,0.4065985130111524,CRITICO,-1
OLT VSOL COLONIAS,GPON08ONU4,60.519999999999996,91,0.27760185771585394,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU76,60.49,81,0.12770320656226697,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU103,60.370000000000005,91,0.033378979801437864,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU29,60.36,91,0.1782158891274644,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU13,60.33,85,0.1238822652757079,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU69,60.010000000000005,90,0.11088485746019992,NORMAL,1
OLT VSOL FLOR A,GPON06ONU55,60.010000000000005,101,0.061748053786270345,NORMAL,1
OLT VSOL CARAQUITA,GPON01ONU6,59.86,89,0.12603461249059444,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU4,59.760000000000005,91,0.1172181716208637,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU76,59.709999999999994,91,0.06397006414825374,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU73,59.660000000000004,91,0.08295516427663822,NORMAL,1
OLT VSOL FLOR A,GPON04ONU43,59.64,113,0.16643849012321532,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU24,59.51,89,0.11275243081525806,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU30,59.47,91,0.11534133533383346,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU3,59.45,89,0.1347585417064325,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU37,59.3,59,0.08887256702166728,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU23,59.08,84,0.11261770244821093,NORMAL,1
OLT VSOL FLOR A,GPON04ONU52,59.06,105,0.09838199739631764,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU98,58.980000000000004,91,0.043339819564832835,NORMAL,1
OLT VSOL FLOR A,GPON05ONU27,58.949999999999996,95,0.18707209021345148,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU79,58.92,90,0.05440229062276306,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU55,58.73,91,0.28063672045355426,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU32,58.7,91,0.09006499535747446,NORMAL,1
OLT VSOL CARAQUITA,GPON01ONU28,58.56,85,0.16606929510155316,NORMAL,1
OLT VSOL FLOR A,GPON03ONU53,58.47,105,0.258772874058127,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU126,58.39,91,0.1335662978062512,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU65,58.31,91,0.03791384834460662,NORMAL,1
OLT VSOL FLOR A,GPON06ONU41,58.31,102,0.05729827742520399,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU63,58.290000000000006,91,0.11282932416953036,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU11,58.22,91,0.05528366866050389,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU16,58.120000000000005,91,0.044009340758038445,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU111,58.08,91,0.28637873754152826,NORMAL,1
OLT VSOL FLOR A,GPON03ONU13,58.0,61,0.056273902749954474,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU40,58.0,86,0.14466153542530097,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU15,57.730000000000004,99,0.047921582864403706,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU48,57.699999999999996,103,0.23766623766623768,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU105,57.59,84,0.06529781724010358,NORMAL,1
OLT VSOL CARAQUITA,GPON06ONU10,57.559999999999995,91,0.06988847583643122,NORMAL,1
OLT VSOL FLOR A,GPON04ONU74,57.28,104,0.06626954579300075,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU53,57.150000000000006,91,0.12014896119168952,NORMAL,1
OLT VSOL FLOR A,GPON03ONU62,57.12,106,0.08945260347129506,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU20,57.1,82,0.09871079468924379,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU33,57.050000000000004,91,0.13713374526609526,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU11,57.019999999999996,89,0.22150814053127676,NORMAL,1
OLT VSOL CARAQUITA,GPON06ONU3,56.92,89,0.08007590132827323,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU31,56.88,91,0.657825706791023,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU14,56.769999999999996,90,0.07376584074144127,NORMAL,1
OLT VSOL FLOR A,GPON04ONU78,56.75,108,0.08716475095785439,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU116,56.54,91,0.1110237767734329,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU48,56.54,91,0.19106804297451022,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU89,56.52,90,0.058030700112317486,NORMAL,1
OLT VSOL FLOR A,GPON06ONU22,56.519999999999996,93,0.03157510494615806,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU36,56.519999999999996,68,0.03687396807925151,NORMAL,1
OLT VSOL CARAQUITA,GPON01ONU15,56.44,82,0.7974522292993631,CRITICO,-1
OLT VSOL CARAQUITA,GPON02ONU68,56.43,71,0.027868852459016394,NORMAL,1
OLT VSOL FLOR A,GPON05ONU74,56.410000000000004,96,0.14236533009315513,NORMAL,1
OLT VSOL FLOR A,GPON05ONU24,56.370000000000005,98,0.5161377084454007,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU47,56.230000000000004,90,0.13116073224703279,NORMAL,1
OLT VSOL FLOR A,GPON04ONU86,56.03,106,0.09669211195928754,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU109,55.81,91,0.040648890546336004,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU3,55.8,91,0.39395453409942544,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU124,55.71,91,0.04150308468872687,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU70,55.62,91,0.0718828290614762,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU123,55.62,91,0.0812597200622084,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU53,55.54,91,0.04516371847948814,NORMAL,1
OLT VSOL FLOR A,GPON06ONU4,55.519999999999996,103,0.29871345029239765,NORMAL,1
OLT VSOL FLOR A,GPON03ONU6,55.5,98,0.20103873620428475,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU43,55.5,91,0.07662463627546072,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU17,55.43,91,0.06698748796920115,NORMAL,1
OLT VSOL FLOR A,GPON03ONU26,55.34,103,0.3985342431134698,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU77,55.33,91,0.034012334143150816,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU7,55.26,103,0.07866484481748977,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU83,55.019999999999996,91,0.07398008979113802,NORMAL,1
OLT VSOL CARAQUITA,GPON01ONU2,54.95,85,0.05754426481909161,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU82,54.92,91,0.09949949949949949,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU112,54.65,91,0.07156862745098039,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU27,54.65,91,0.04633352479417959,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU43,54.61,91,0.039398553483060525,NORMAL,1
OLT VSOL FLOR A,GPON03ONU29,54.519999999999996,106,0.12644628099173555,NORMAL,1
OLT VSOL FLOR A,GPON04ONU46,54.47,97,0.05766990291262136,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU74,54.38,91,0.05592233009708738,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU64,54.35,70,0.04539334487401423,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU86,54.300000000000004,91,0.04583975346687211,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU80,54.3,91,0.028603902254214813,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU41,54.28,75,0.16480686695278968,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU52,54.11,91,0.2413397568249598,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU60,53.85,88,0.05402231356429829,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU41,53.81,84,0.07491010787055533,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU88,53.769999999999996,91,0.09066937119675457,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU111,53.67,91,0.05524970507274873,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU75,53.42,91,0.1863202309571397,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU64,53.39,91,0.06545599680702455,NORMAL,1
OLT VSOL CARAQUITA,GPON06ONU25,53.32,82,0.08838538477240253,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU48,53.269999999999996,91,0.09835051546391751,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU87,53.260000000000005,91,0.23287037037037037,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU63,53.160000000000004,102,0.04914150384843103,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU78,53.0,81,0.13929492691315562,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU22,52.99,91,0.03475883616481156,NORMAL,1
OLT VSOL FLOR A,GPON06ONU60,52.800000000000004,76,0.1709913506320692,NORMAL,1
OLT VSOL FLOR A,GPON05ONU42,52.790000000000006,88,0.35151049667178697,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU79,52.79,91,0.04992044550517104,NORMAL,1
OLT VSOL FLOR A,GPON04ONU75,52.71,102,0.3334176574753352,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU13,52.69,88,0.3077686770910896,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU11,52.63,87,0.15416666666666667,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU19,52.54,91,0.037724669168477186,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU21,52.39,91,0.23503064592173503,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU56,52.32,81,0.537015276145711,NORMAL,1
OLT VSOL FLOR A,GPON06ONU71,52.31,105,0.08369587735653615,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU60,52.24,81,0.07778007014648236,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU79,52.16,91,0.059516554946171044,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU53,52.07,79,0.07850041425020712,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU84,51.97,91,0.06147875816993464,NORMAL,1
OLT VSOL FLOR A,GPON03ONU88,51.879999999999995,96,0.03141153081510935,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU67,51.82,91,0.06123284865861152,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU3,51.82,86,0.06123284865861152,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU50,51.8,102,0.61875,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU35,51.739999999999995,91,0.10911039657020365,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU124,51.519999999999996,83,0.06446280991735538,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU55,51.43,94,0.07571637732691905,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU99,51.370000000000005,84,0.041143088771787586,NORMAL,1
OLT VSOL CARAQUITA,GPON06ONU13,51.27,89,0.11650696864111497,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU21,51.25,76,0.037869582827055485,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU105,51.24,81,0.45692351435882855,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU66,51.18000000000001,91,0.04257486249745365,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU10,51.11,81,0.06301996672212978,NORMAL,1
OLT VSOL FLOR A,GPON05ONU12,51.03,69,0.46553704767375076,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU102,50.92,81,0.128046078865751,NORMAL,1
OLT VSOL FLOR A,GPON05ONU16,50.83,64,0.020887728459530026,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU99,50.8,83,0.10362806865087985,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU17,50.769999999999996,67,0.14141187050359713,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU120,50.769999999999996,91,0.07746179966044142,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU58,50.68,71,0.13074520303435966,NORMAL,1
OLT VSOL FLOR A,GPON05ONU8,50.589999999999996,106,0.1437938051096541,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU51,50.57,88,0.10801928133216476,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU55,50.410000000000004,91,0.3025839793281654,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU1,50.41,87,0.08385293485271984,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU8,50.27,78,0.1,NORMAL,1
OLT VSOL FLOR A,GPON03ONU100,50.09,99,0.043541666666666666,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU100,49.99,82,0.021872444807849552,NORMAL,1
OLT VSOL FLOR A,GPON05ONU62,49.98,108,0.12289373174567512,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU27,49.97,89,0.09920809502859657,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU119,49.92,90,0.051611544133136726,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU72,49.92,91,0.06712270200940573,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU51,49.68,49,0.049873203719357564,NORMAL,1
OLT VSOL FLOR A,GPON03ONU4,49.67,100,0.102797513321492,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU18,49.48,91,0.07799564270152506,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU8,49.36,91,0.04244984160506863,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU6,49.26,78,0.06163793103448276,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU83,49.230000000000004,85,0.05802707930367505,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU28,49.21,89,0.05827956989247312,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU116,49.18,80,0.0642718026401212,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU5,49.07,91,0.11043222448517764,NORMAL,1
OLT VSOL FLOR A,GPON06ONU6,49.05,111,0.0711945839702992,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU25,48.89,91,0.06886751202448622,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU42,48.84,87,0.23302196415046708,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU71,48.81999999999999,91,0.07937209816493478,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU91,48.78,81,0.0730312362516498,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU17,48.69,45,0.21573033707865172,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU61,48.66,91,0.061055385957261225,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU96,48.63,91,0.02703273495248152,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU88,48.62,89,0.09233880026960235,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU123,48.6,91,0.050129645635263606,NORMAL,1
OLT VSOL FLOR A,GPON05ONU44,48.57,110,0.07218543046357616,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU67,48.53,91,0.06776677667766777,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU9,48.48,90,0.0328078397954836,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU51,48.35,75,0.3434287302028341,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU54,48.349999999999994,91,0.04180133591898298,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU14,48.25,91,0.23622854214706637,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU57,48.19,110,0.061453744493392075,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU5,48.14,91,0.08447848614552828,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU60,48.1,104,0.2940543449018025,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU37,47.839999999999996,91,0.08950125256205876,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU84,47.809999999999995,91,0.026406182911120655,NORMAL,1
OLT VSOL FLOR A,GPON04ONU14,47.739999999999995,108,0.05479452054794521,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU20,47.599999999999994,91,0.09753285681346555,NORMAL,1
OLT VSOL CARAQUITA,GPON06ONU29,47.519999999999996,83,0.3612145517043827,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU23,47.5,91,0.08745421245421245,NORMAL,1
OLT VSOL FLOR A,GPON06ONU15,47.410000000000004,107,0.06395870736086176,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU119,47.24,91,0.061096136567834684,NORMAL,1
OLT VSOL FLOR A,GPON03ONU9,47.230000000000004,95,0.17370775347912523,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU54,47.230000000000004,85,0.23026829903620735,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU59,47.23,81,0.07219069239500568,NORMAL,1
OLT VSOL FLOR A,GPON05ONU28,47.099999999999994,107,0.08775981524249422,NORMAL,1
OLT VSOL FLOR A,GPON05ONU80,47.08,108,0.03358946212952799,NORMAL,1
OLT VSOL CARAQUITA,GPON06ONU35,47.059999999999995,87,0.10314111579934367,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU62,46.88,91,0.15581854043392504,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU36,46.87,81,0.04294615042278594,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU21,46.67,61,0.08737185461323392,NORMAL,1
OLT VSOL CARAQUITA,GPON01ONU103,46.64,80,0.09948137670909947,NORMAL,1
OLT VSOL FLOR A,GPON06ONU20,46.410000000000004,83,0.4236196319018405,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU11,46.39,88,0.2147158942131448,NORMAL,1
OLT VSOL CARAQUITA,GPON01ONU8,46.230000000000004,87,0.07361820715281003,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU127,46.13,91,0.04272151898734177,NORMAL,1
OLT VSOL FLOR A,GPON04ONU95,46.08,71,0.06150656530753283,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU113,46.08,91,0.07337526205450734,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU70,45.97,85,0.0713120484735493,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU7,45.83,91,0.049461873139455007,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU24,45.78,91,0.08534850640113799,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU11,45.580000000000005,91,0.07728669345308438,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU75,45.43000000000001,91,0.3480712166172107,NORMAL,1
OLT VSOL CARAQUITA,GPON06ONU24,45.3,74,0.17723492723492726,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU28,45.190000000000005,81,0.05117469178878809,NORMAL,1
OLT VSOL FLOR A,GPON04ONU61,45.13,102,0.05517886368950198,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU58,45.11,89,0.2022921108742004,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU63,45.04,91,0.050618147888966646,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU100,44.75,91,0.04678362573099415,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU80,44.51,91,0.15400570391495982,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU32,44.49,85,0.07959233195826255,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU22,44.42,91,0.29693430656934305,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU68,44.39,65,0.1660099816128185,NORMAL,1
OLT VSOL CARAQUITA,GPON06ONU8,44.06999999999999,84,0.08386620757501231,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU15,44.03,91,0.06713523994183229,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU25,43.84,108,0.07240704500978473,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU81,43.78,64,0.7108245408362642,CRITICO,-1
OLT VSOL CARAQUITA,GPON06ONU22,43.75,58,0.07099143206854344,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU23,43.67,91,0.16889721627408993,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU58,43.66,91,0.24352036456849901,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU41,43.58,91,0.04009546539379475,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU16,43.540000000000006,91,0.11383985674085444,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU9,43.54,80,0.1442838370565046,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU42,43.52,88,0.08070523963248075,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU108,43.38,91,0.09434914228052473,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU65,43.38,91,0.04985479186834463,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU115,43.36,87,0.16559139784946236,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU57,43.339999999999996,91,0.06512656672401082,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU26,43.22,91,0.11391752577319589,NORMAL,1
OLT VSOL FLOR A,GPON04ONU49,43.2,110,0.05314480741101901,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU39,43.0,91,0.07769423558897244,NORMAL,1
OLT VSOL FLOR A,GPON03ONU38,42.97,81,0.06863964188012932,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU3,42.95,91,0.03270016830968983,NORMAL,1
OLT VSOL FLOR A,GPON06ONU51,42.89,81,0.3390571339369341,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU23,42.86,91,0.05281257676246622,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU26,42.84,91,0.04897159647404505,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU92,42.82,82,0.07994955863808323,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU69,42.800000000000004,81,0.04876255819652046,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU105,42.739999999999995,91,0.04677932892481019,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU85,42.67,91,0.05488257107540173,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU60,42.53,91,0.1541383989145183,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU46,42.46,91,0.10630536737884315,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU73,42.33,91,0.0635678391959799,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU13,42.29,91,0.04704134686803664,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU73,42.11,91,0.03795908306630515,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU21,42.06,86,0.1921768707482993,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU5,41.949999999999996,91,0.030206286836935166,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU91,41.8,91,0.034909631096806136,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU22,41.790000000000006,91,0.09397905759162302,NORMAL,1
OLT VSOL FLOR A,GPON05ONU1,41.67,99,0.06246812850586436,NORMAL,1
OLT VSOL FLOR A,GPON03ONU23,41.66,98,0.10650730411686586,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU2,41.580000000000005,91,0.0794392523364486,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU27,41.49,89,0.07850272939953211,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU4,41.45,90,0.068574374838876,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU74,41.449999999999996,91,0.054707379134860054,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU63,41.44,91,0.32692923471021457,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU42,41.400000000000006,82,0.08263598326359832,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU82,41.3,91,0.0925925925925926,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU31,41.28,91,0.031226580064951284,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU38,40.94,113,0.08825093035619351,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU17,40.76,91,0.06562091503267974,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU118,40.540000000000006,91,0.054356306892067614,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU9,40.5,91,0.137960101152009,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU54,40.38,91,0.0742218675179569,NORMAL,1
OLT VSOL FLOR A,GPON03ONU60,40.34,110,0.3008706868752015,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU100,40.129999999999995,55,0.23819808701018205,NORMAL,1
OLT VSOL FLOR A,GPON05ONU47,40.120000000000005,84,0.03964757709251101,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU38,40.08,91,0.031129405711345513,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU24,40.0,103,0.0554089709762533,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU91,39.9,91,0.035019455252918295,NORMAL,1
OLT VSOL FLOR A,GPON05ONU35,39.88,98,0.04562139486103828,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU23,39.86,81,0.07584345479082322,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU81,39.809999999999995,91,0.04625492772667543,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU110,39.8,91,0.05486350384309568,NORMAL,1
OLT VSOL FLOR A,GPON03ONU102,39.75,75,0.09624931053502483,NORMAL,1
OLT VSOL FLOR A,GPON03ONU98,39.54,103,0.14675174013921113,NORMAL,1
OLT VSOL CARAQUITA,GPON06ONU4,39.53,89,0.11070525428491149,NORMAL,1
OLT VSOL FLOR A,GPON05ONU84,39.519999999999996,104,0.05246338215712384,NORMAL,1
OLT VSOL FLOR A,GPON03ONU85,39.480000000000004,102,0.2826510721247563,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU109,39.39,85,0.1289767841788478,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU78,39.32,91,0.23414940364092907,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU103,39.28,82,0.036958817317845824,NORMAL,1
